Title,Release Date,Language,Vote Average,Popularity
Karuppu Vellai,04-12-2024,Tamil,0,0.0143
Dhonima,20-09-2024,Tamil,0,0.0071
Journey,13-06-2024,Tamil,0,0.0143
Ingu Mirugangal VaazhumIdam,26-04-2024,Tamil,0,0.0143
Birthday Bumps,31-01-2024,Tamil,0,0.0214
CD4 LOVE,17-05-2024,Tamil,0,0.0143
Pista,30-11-2024,Tamil,6,0.0071
My Father & His Celluloid,27-10-2024,Tamil,0,0.0071
Ezhudhaa Kadhaiyo,19-09-2024,Tamil,0,0
Padaiyappa Oonjal,31-10-2024,Tamil,0,0.0071
Yellow Fellow,15-10-2024,Tamil,0,0
Kannethire,12-04-2024,Tamil,0,0.0071
Malargal Kaeten,26-01-2024,Tamil,0,0
Community Bond,27-10-2024,Tamil,0,0
No Worry Chicken Curry,27-10-2024,Tamil,0,0
The 16 Melodies,31-10-2024,Tamil,0,0
Donut,27-12-2024,Tamil,0,0.0071
Dragon,21-02-2025,Tamil,7.8,5.3014
Vidaamuyarchi,06-02-2025,Tamil,6.1,4.9324
Veera Dheera Sooran: Part 2,27-03-2025,Tamil,7.4,4.0832
Nilavuku En Mel Ennadi Kobam,21-02-2025,Tamil,6,2.2715
Good Bad Ugly,09-04-2025,Tamil,0,1.8926
Kudumbasthan,24-01-2025,Tamil,7,1.3811
Love Insurance Kompany,11-07-2025,Tamil,0,1.6032
Aghathiyaa,28-02-2025,Tamil,1,1.3679
Kadhalikka Neramillai,14-01-2025,Tamil,6.2,1.6059
Madha Gaja Raja,12-01-2025,Tamil,3,1.5853
Retro,01-05-2025,Tamil,0,0.8809
Thug Life,04-06-2025,Tamil,0,0.6059
Vanangaan,10-01-2025,Tamil,5,0.6233
Sabdham,28-02-2025,Tamil,6,0.6027
Coolie,13-08-2025,Tamil,0,1.0486
Bison,17-10-2025,Tamil,0,0.512
Madharasi,09-05-2025,Tamil,0,0.435
Bottle Radha,24-01-2025,Tamil,6,0.452
7G Rainbow Colony 2,06-11-2025,Tamil,0,0.4353
Test,04-04-2025,Tamil,5,5.4608
Idhayam Murali,27-06-2025,Tamil,0,0.4604
Kingston,07-03-2025,Tamil,4,0.4097
Kaadhal Enbadhu Podhu Udamai,14-02-2025,Tamil,0,0.4021
DD Next Level,15-05-2025,Tamil,0,0.3111
2K Love Story,14-02-2025,Tamil,4,0.4529
Madraskaaran,10-01-2025,Tamil,0,0.4689
DNA,14-03-2025,Tamil,5,0.2541
7G Rainbow Colony 2,06-11-2025,Tamil,0,0.4353
Mental Manadhil,27-08-2025,Tamil,0,0.2831
Dexter,14-03-2025,Tamil,0,0.2814
Idly Kadai,01-10-2025,Tamil,0,0.5317
See Saw,03-01-2025,Tamil,0,0.2403
Nesippaya,14-01-2025,Tamil,0,0.2539
Aalambana,07-03-2025,Tamil,0,0.2703
Gajaana,18-04-2025,Tamil,0,1.0153
Sweet Heart,14-03-2025,Tamil,5.3,0.238
Bad Girl,31-01-2025,Tamil,0,0.2658
Parandhu Po,04-02-2025,Tamil,0,0.2038
Love Marriage,23-05-2025,Tamil,0,0.3501
Rajabheema,31-01-2025,Tamil,0,0.2408
Vallan,24-01-2025,Tamil,0,0.1954
The Briefcase,24-01-2025,Tamil,10,0.153
Kuzhanthaigal Munnetra Kazhagam,24-01-2025,Tamil,0,0.233
Shakthi Thirumagan,16-05-2025,Tamil,0,0.2815
Pettaikkaran,05-09-2025,Tamil,0,0.2997
A Cool Summer Time...,10-04-2025,Tamil,0,0.258
Kutty Vaathiyar,14-01-2025,Tamil,0,0.179
Murmur,07-03-2025,Tamil,0,0.3025
STR49,25-12-2025,Tamil,0,0.2206
Maadan Kodai Vizha,14-03-2025,Tamil,0,0.1741
Asthram,21-03-2025,Tamil,0,0.151
Varunan God Of Water,14-03-2025,Tamil,0,0.1977
Simple Manusan,20-02-2025,Tamil,0,0.1811
EMI,04-04-2025,Tamil,0,0.1813
Leg Piece,07-03-2025,Tamil,0,0.188
Ring Ring,31-01-2025,Tamil,0,0.098
Trauma,21-03-2025,Tamil,0,0.1685
Niram Marum Ulagil,07-03-2025,Tamil,0,0.1288
Gangers,24-04-2025,Tamil,0,0.2821
Murmur,07-03-2025,Tamil,0,0.494
"neram, kaalam; koodum",14-02-2025,Tamil,0,0.1357
Tourist Family,01-05-2025,Tamil,0,0.2668
3BHK,23-05-2025,Tamil,0,0.182
Kettavanu Per Edutha Nallavanda,04-04-2025,Tamil,0,0.2153
Address,07-03-2025,Tamil,0,0.1591
Perusu,14-03-2025,Tamil,0,0.1341
Pei Kottu,21-03-2025,Tamil,0,0.1254
Baby & Baby,14-02-2025,Tamil,0,0.141
Eternal Quill,30-04-2025,Tamil,0,0.1016
Yamakaathaghi,07-03-2025,Tamil,0,0.1119
Ajooba - The Unique,06-01-2025,Tamil,0,0.133
nee vekkam kori,31-03-2025,Tamil,0,0.1321
Tharunam,14-01-2025,Tamil,0,0.1373
Lara,03-01-2025,Tamil,0,0.0545
Gentlewoman,07-03-2025,Tamil,0,0.1161
Manidham,07-03-2025,Tamil,0,0.1165
Otha Votu Muthaiya,14-02-2025,Tamil,0,0.0796
Oh God Beautiful,10-06-2025,Tamil,0,0.0926
Floated By,20-02-2025,Tamil,0,0.1002
Xtreme,03-01-2025,Tamil,0,0.116
Bioscope,03-01-2025,Tamil,0,0.1016
Adhirshtasaali,07-03-2025,Tamil,0,0.0657
Hero Friend-U,20-03-2025,Tamil,0,0.0894
Butterfly,28-02-2025,Tamil,10,0.0985
Konjam Kadhal Konjam Modhal,14-03-2025,Tamil,0,0.0853
Kodiyavan,31-12-2025,Tamil,0,0.0648
Enough,18-04-2025,Tamil,0,0.0766
Macai,02-02-2025,Tamil,0,0.0717
PAAVAKOOTHU,24-04-2025,Tamil,0,0.1113
Edattam,21-02-2025,Tamil,0,0.0527
Kanneera,14-02-2025,Tamil,0,0.0643
Gavanam,24-01-2025,Tamil,0,0.0696
Addiction,13-03-2025,Tamil,0,0.0646
Panivizhum Iravu: The Onset,01-01-2025,Tamil,0,0.0689
Adhu Vaangina Ethu Elavasam,14-02-2025,Tamil,0,0.0676
The First Puff,05-03-2025,Tamil,0,0.0571
Tharaipadai,28-03-2025,Tamil,0,0.0667
Leech,14-03-2025,Tamil,0,0.0429
Crisis,22-03-2025,Tamil,0,0.0193
Titanic Modhiya Iceberg Ivan,01-01-2025,Tamil,7,0.0168
Baby & Baby,14-02-2025,Tamil,0,0.0143
Pugai Padam,21-03-2025,Tamil,0,0.0071
Sithariya Pakkangal,03-01-2025,Tamil,0,0.0143
Artist,23-01-2025,Tamil,0,0.0071
Jana Nayagan,09-01-2026,Tamil,0,0.6268
Jailer 2,14-01-2026,Tamil,0,0.4915
Parasakthi,09-01-2026,Tamil,0,0.2851
Vaadivaasal,10-04-2026,Tamil,0,0.1542
Demonte Colony 3,24-06-2026,Tamil,0,0.2101
Untitled Ashwath Marimuthu Project,14-04-2026,Tamil,0,0.1159
