Title,Release Date,Language,Hero,Heroine
Buddy,02-08-2024,Telugu,Allu Sirish,Gayatri Bhardwaj
Hide N Seek,20-09-2024,Telugu,Sumanth,Tejaswi Madivada
Saripodhaa Sanivaaram,29-08-2024,Telugu,Nani,Priyanka Arul Mohan
The Family Star,04-04-2024,Telugu,Vijay Deverakonda,Mrunal Thakur
Hanu-Man,11-01-2024,Telugu,Teja Sajja,Amritha Aiyer
Guntur Kaaram,11-01-2024,Telugu,Mahesh Babu,Sreeleela
Eagle,08-02-2024,Telugu,Ravi Teja,Anupama Parameswaran
(Tillu)²,29-03-2024,Telugu,Siddhu Jonnalagadda,Anupama Parameswaran
Gangs of Godavari,31-05-2024,Telugu,Vishwak Sen,Neha Shetty
Manamey,06-06-2024,Telugu,Sharwanand,Krithi Shetty
Prathinidhi 2,10-05-2024,Telugu,Nara Rohith,Indraja
Tantra,15-03-2024,Telugu,Temper Vamsi,Ananya Nagalla
Aarambham,10-05-2024,Telugu,Mohan Bhagath,Surabhi Prabhavathi
Bhaje Vaayu Vegam,31-05-2024,Telugu,Kartikeya Gummakonda,Iswarya Menon
Dr. A. P. J. Abdul Kalam,11-10-2024,Telugu,,
Matka,14-11-2024,Telugu,Varun Tej,Meenakshi Chaudhary
Aay,15-08-2024,Telugu,Rajkumar Kasireddy,Sneha Gupta
Mechanic Rocky,22-11-2024,Telugu,Vishwak Sen,Meenakshi Chaudhary
Mathu Vadalara 2,13-09-2024,Telugu,Sri Simha,Faria Abdullah
Ooru Peru Bhairavakona,16-02-2024,Telugu,Sundeep Kishan,Varsha Bollamma
Bachhala Malli,20-12-2024,Telugu,Allari Naresh,Amritha Aiyer
Sabari,03-05-2024,Telugu,Ganesh Venkatraman,Varalaxmi Sarathkumar
Harom Hara,14-06-2024,Telugu,Sudheer Babu,Malavika Sharma
Darling,19-07-2024,Telugu,Priyadarshi Pullikonda,Nabha Natesh
Double iSmart,15-08-2024,Telugu,Ram Pothineni,Kavya Thapar
Purushothamudu,26-07-2024,Telugu,Raj Tarun,Hassini Sudhir
Pottel,25-10-2024,Telugu,Noel Sean,Ananya Nagalla
KA,31-10-2024,Telugu,Kiran Abbavaram,Nayan Sarika
Double Engine,05-01-2024,Telugu,Pawan Ramesh,Gayatri Gupta
Appudo Ippudo Eppudo,08-11-2024,Telugu,Nikhil Siddhartha,Rukmini Vasanth
Saindhav,13-01-2024,Telugu,Venkatesh,Shraddha Srinath
Viswam,11-10-2024,Telugu,Gopichand,Kavya Thapar
Swag,04-10-2024,Telugu,Sree Vishnu,Ritu Varma
Gam Gam Ganesha,31-05-2024,Telugu,Anand Deverakonda,Pragati Srivastava
S.I.T Special Investigation Team,10-05-2024,Telugu,Arvind Krishna,Natasha Doshi
Shivam Bhaje,01-08-2024,Telugu,Ashwin Babu,Digangana Suryavanshi
Razakar: The Silent Genocide of Hyderabad,26-01-2024,Telugu,Arav Chowdhary,Vedhika
Music Shop Murthy,14-06-2024,Telugu,Ajay Ghosh,Chandini Chowdary
Satyabhama,07-06-2024,Telugu,Naveen Chandra,Kajal Agarwal
Zebra,22-11-2024,Telugu,Satyadev Kancharana,Priya Bhavani Shankar
Neramu Siksha,02-08-2024,Telugu,Pawan Ramesh,
Kalinga,12-09-2024,Telugu,Tanikella Bharani,Pragya Nayan Sinha
Bhoothaddam Bhaskar Narayana,01-03-2024,Telugu,Shiva Kandukuri,Raashi Singh
Inti Number – 13,01-03-2024,Telugu,Sivannarayana Naripeddi,
Gaami,08-03-2024,Telugu,Vishwak Sen,Harika Pedada
Bhimaa,08-03-2024,Telugu,Gopichand,Malavika Sharma
Operation Raavan,26-07-2024,Telugu,Rakshith Atluri,Sangeerthana Vipin
Fear,14-12-2024,Telugu,Arvind Krishna,Vedhika
Naa Saami Ranga,15-01-2024,Telugu,Nagarjuna Akkineni,Ashika Ranganath
Geethanjali Malli Vachindi,11-04-2024,Telugu,Srinivasa Reddy,Anjali
Love Me If You Dare,25-05-2024,Telugu,Ashish Reddy,Vaishnavi Chaitanya
Srikakulam SherlockHolmes,25-12-2024,Telugu,Vennela Kishore,Ananya Nagalla
Om Bheem Bush,21-03-2024,Telugu,Sree Vishnu,Preity Mukhundhan
Bhamakalapam 2,16-02-2024,Telugu,Pradeep Rudra,Priyamani
Maruthi Nagar Subramanyam,23-08-2024,Telugu,Rao Ramesh,Indraja
Operation Valentine,01-03-2024,Telugu,Varun Tej,Manushi Chhillar
Simbaa,09-08-2024,Telugu,Jagapati Babu,Anasuya Bharadwaj
Siddharth Roy,23-02-2024,Telugu,Mathew Varghese,Tanvi Negi
Viraaji,02-08-2024,Telugu,Varun Sandesh,Pramodini Pammi
Tiragabadara Saami,02-08-2024,Telugu,Raj Tarun,Malvi Malhotra
Aa Okkati Adakku,03-05-2024,Telugu,Allari Naresh,Faria Abdullah
Indrani - Epic1: Dharam vs Karam,14-06-2024,Telugu,Kabir Duhan Singh,Franaita Jijina
Mangampeta,20-04-2024,Telugu,Kabir Duhan Singh,Ester Noronha
Maa Nanna Superhero,11-10-2024,Telugu,Sudheer Babu,Annie
Vidya Vasula Aham,17-05-2024,Telugu,Rahul Vijay,Shivani Rajashekar
Utsavam,11-10-2024,Telugu,Prakash Raj,Regina Cassandra
Mix Up,15-03-2024,Telugu,Kamal Kamaraju,Akshara Gowda
Janaka Aithe Ganaka,11-10-2024,Telugu,Suhas,Sangeerthana Vipin
THE GRAY,05-07-2024,Telugu,,
Rakshana,07-06-2024,Telugu,Sivannarayana Naripeddi,Payal Rajput
Kangaroo,03-05-2024,Telugu,Aditya,Ranjani Raghavan
35 - Chinna Katha Kaadu,06-09-2024,Telugu,Vishwadev Rachakonda,Nivetha Thomas
Sundarakanda,06-09-2024,Telugu,Nara Rohith,Sridevi Vijayakumar
Devaki Nandana Vasudeva,22-11-2024,Telugu,Ashok Galla,Manasa Varanasi
Rush,13-06-2024,Telugu,Ravi Babu,Daisy Bopanna
Laggam,25-10-2024,Telugu,Sai Ronak,Pragya Nagra
Yatra 2,08-02-2024,Telugu,Jiiva,Suzanne Bernert
Parijatha Parvam,19-04-2024,Telugu,Harsha Chemudu,Shraddha Das
Laxmi Kataksham,10-05-2024,Telugu,,
Bhale Unnade,07-09-2024,Telugu,Raj Tarun,Manisha Kandkur
Veeranjaneyulu Vihara Yatra,14-08-2024,Telugu,Naresh,Srilakshmi
Market Mahalakshmi,28-03-2024,Telugu,Parvateesam,
Committee Kurrollu,09-08-2024,Telugu,Sai Kumar,
Untitled Gummadi Narsaiah Biopic,18-09-2024,Telugu,Samuthirakani,
EVOL,15-08-2024,Telugu,Shiva Ramachandravarapu,Jenifer Emmanuel John
Bharathanatyam,05-04-2024,Telugu,Harshavardhan,Gangavva
Krishnamma,10-05-2024,Telugu,Satyadev Kancharana,Athira Raj
Game On,02-02-2024,Telugu,Kireeti Damaraju,Neha Solanki
Bootcut Balaraju,02-02-2024,Telugu,Sunil Varma,Megha Lekha
Dhoom Dhaam,08-11-2024,Telugu,Chetan Maddineni,Hebah Patel
Ilayaraja garitho aa Raathri Prayaanam,04-01-2024,Telugu,Vamsy,
Love Reddy,18-10-2024,Telugu,,Shravani Krishnaveni
Yevam,14-06-2024,Telugu,Bharat Raj,Chandini Chowdary
Chaari 111,01-03-2024,Telugu,Vennela Kishore,Samyuktha Viola Viswanathan
Tenant,19-04-2024,Telugu,Satyam Rajesh,Megha Chowdhury
Valari,06-03-2024,Telugu,Sriram,Ritika Singh
Vey Dharuvey,15-03-2024,Telugu,Sairam Shankar,Hebah Patel
The Birthday Boy,19-07-2024,Telugu,Rajiv Kanakala,
Kismat,02-02-2024,Telugu,Abhinav Gomatam,Riya Suman
1134,05-01-2024,Telugu,,
Prasanna Vadanam,03-05-2024,Telugu,Suhas,Raashi Singh
Honeymoon Express,21-06-2024,Telugu,Tanikella Bharani,Hebah Patel
Nee Dhaarey Nee Katha,14-06-2024,Telugu,,
Sarkaaru Noukari,01-01-2024,Telugu,Tanikella Bharani,Mani Chandana
Pekamedalu,19-07-2024,Telugu,Vinoth Kishan,Anusha Nuthula
Padmavyuham Lo Chakradhari,21-06-2024,Telugu,,
My Dear Donga,18-04-2024,Telugu,Abhinav Gomatam,Divya Sripada
Mandira,22-11-2024,Telugu,Yogi Babu,
Sriranga Neethulu,11-04-2024,Telugu,Suhas,Ruhani Sharma
Alanaati Ramachandrudu,02-08-2024,Telugu,Brahmaji,Mokksha
One Not Five Minuttess,26-01-2024,Telugu,,Hansika Motwani
Punar Maranam,24-02-2024,Telugu,,
Ramnagar Bunny,04-10-2024,Telugu,Muralidhar Goud,Richa Joshi
Ambajipeta Marriage Band,01-02-2024,Telugu,Suhas,Saranya Pradeep
AGNISOMA - Embers of Friendship,19-10-2024,Telugu,,
Mudo Kannu,26-01-2024,Telugu,Dayanand Reddy,
Gorre Puranam,20-09-2024,Telugu,Suhas,
Usha Parinayam,02-08-2024,Telugu,Vennela Kishore,Aamani
Happy Ending,02-02-2024,Telugu,Ajay Ghosh,Apoorva Rao
Untitled Vishnuvardhan film,25-12-2024,Telugu,Nikitin Dheer,Suchitra Krishnamoorthi
OMG: O Manchi Ghost,21-06-2024,Telugu,Vennela Kishore,Nandita Swetha
Jilebi,13-07-2024,Telugu,Sree Kamal,Shivani Rajashekar
Masthu Shades Unnai Ra,23-02-2024,Telugu,Abhinav Gomatam,Vaishali Raj
Aham Reboot,30-06-2024,Telugu,Sumanth,
AATMA RAAVE,11-11-2024,Telugu,,
Sheesh Mahal,14-02-2024,Telugu,Rahul Ramakrishna,Prerana Sadhu
Black Rose,13-09-2024,Telugu,,Urvashi Rautela
Average Student Nani,02-08-2024,Telugu,Rajiv Kanakala,Jhansi
Criminal or Devil,24-05-2024,Telugu,Viswant Duddumpudi,Adah Sharma
Ananya,22-03-2024,Telugu,Suman Talwar,
Vyooham,02-03-2024,Telugu,Ajmal Ameer,Manasa Radhakrishnan
Thalakona,29-03-2024,Telugu,Ajay Ghosh,Apsara Rani
Love Mouli,07-06-2024,Telugu,Navdeep,
Leela Vinodam,19-12-2024,Telugu,Goparaju Ramana,V. S. Roopa Lakshmi
Raju Gari Ammayi Naidu Gari Abbayi,09-03-2024,Telugu,,
Kaliyugam Pattanamlo,29-03-2024,Telugu,,
Drinker Sai,27-12-2024,Telugu,Srikanth Iyengar,Aishwarya Sharma
Kali,04-10-2024,Telugu,Prince Cecil,
Drill,16-02-2024,Telugu,Gemini Suresh,Karunya Chowdary
Thappinchuku Thiruguvadu Dhanyudu Sumathi,23-01-2024,Telugu,Manikanda Achari,Niranjana Anoop
Raajadhani Files,15-02-2024,Telugu,Akilan,Vani Viswanath
Narudi Brathuku Natana,25-10-2024,Telugu,Shiva Ramachandravarapu,
Drama Kaiku Mama,20-11-2024,Telugu,,
Chivaraku Migiledi,25-12-2024,Telugu,Jagadeesh Bandari,
Aho Vikramaarka!,30-08-2024,Telugu,Dev Gill,Chitra Shukla
Sundaram Master,16-02-2024,Telugu,Harsha Chemudu,Divya Sripada
Ghana Shyama Sundara,26-01-2024,Telugu,Filmian,
Raju Yadav,24-05-2024,Telugu,Getup Srinu,Ankitha Karath
Weave of Culture,15-04-2024,Telugu,,
Ajay Gadu,13-01-2024,Telugu,Ajay Kumar Kathurvar,Bhanu Sree
Radhaamadhavam,01-03-2024,Telugu,,
Theppa Samudram,19-04-2024,Telugu,P. Ravi Shankar,Kishori Dhatrak
TRAPPED,27-12-2024,Telugu,Adithya Kiran Thigulla,
Jathara,08-11-2024,Telugu,,
Fear,14-12-2024,Telugu,,
Uruku Patela,07-09-2024,Telugu,Tejus Kancherla,Khushboo Choudhary
#Lifestories,14-09-2024,Telugu,Rajsekhar Aningi,Deviyyani Sharma
Antheema Theerpu,21-06-2024,Telugu,Amit Kumar Tiwari,Sai Dhanshika
Dheera,02-02-2024,Telugu,Mirchi Kiran,Neha Pathan
Nindha,21-06-2024,Telugu,Varun Sandesh,Q. Madhu
100 Crores,20-09-2024,Telugu,Rahul Haridas,Sakshi Chaudhary
Roti Kapda Romance,28-11-2024,Telugu,Harsha Narra,Nuveksha
Keshava Chandra Ramavath (KCR),22-11-2024,Telugu,,
Parakramam,23-08-2024,Telugu,,
Telisinavallu,07-11-2024,Telugu,,
Ee Varam Satyam Gurinchi,11-01-2024,Telugu,Vamsy,
Mukhya Gamanika,23-02-2024,Telugu,Chitram Basha,
Sri Sri Sri Raja Vaaru,28-11-2024,Telugu,Rao Ramesh,
Sandeham,22-06-2024,Telugu,,Hebah Patel
Avasarama? Ahamkarama!,19-11-2024,Telugu,,
Jithender Reddy,08-11-2024,Telugu,,Vaishali Raj
Detective,26-07-2024,Telugu,Aarush B,
Lilly,20-11-2024,Telugu,Prabhath Reddy,
Balu Gani Talkies,04-10-2024,Telugu,,
Dear Nanna,14-06-2024,Telugu,Surya Bhagawan Das,Yashna Chowdary
Did You Mean It?,28-12-2024,Telugu,,
Oka Manchi Prema Katha,19-12-2024,Telugu,Samuthirakani,Rohini Hattangadi
Pailam Pilaga,20-09-2024,Telugu,Sai Teja Kalvakota,Janaki
Premalo,26-01-2024,Telugu,,
Runchod Das,30-12-2024,Telugu,,
Gold No 1,07-06-2024,Telugu,,
Make a Wish,13-09-2024,Telugu,,
Mercy Killing,12-04-2024,Telugu,,
Atu Nuvve Itu Nuvve,26-07-2024,Telugu,,
Chalaname Chitram,20-11-2024,Telugu,,
I Hate Love,16-02-2024,Telugu,,
Deenamma Jeevitham,05-01-2024,Telugu,,
Scarred,24-05-2024,Telugu,,
A Goa Tripp...,07-12-2024,Telugu,,
Director,05-04-2024,Telugu,Naren Rongali,
Agent Narasimha‐117,31-01-2024,Telugu,Sayaji Shinde,Kirthi Krishna
SORRY,05-12-2024,Telugu,,
Children of WONDERS : A Song of Two Birds,04-02-2024,Telugu,Jafar Ahammad Shaik,
Repati Velugu,21-11-2024,Telugu,,
Roudhra Rupaya,12-04-2024,Telugu,,
Sarangadhariya,31-08-2024,Telugu,,
Don't Smoke Bro,21-06-2024,Telugu,,
Vivekam: Who Killed Babai,22-03-2024,Telugu,,
Shattered Illusions,09-09-2024,Telugu,Sathvik Tumu,
Repair,05-07-2024,Telugu,,
Gatham,20-11-2024,Telugu,,
Cotton Candy: Prelims (volume 1),24-10-2024,Telugu,,
Hell is People,06-10-2024,Telugu,,
RTI,26-09-2024,Telugu,,
BITCH,24-09-2024,Telugu,,
Kombat,08-04-2024,Telugu,Sathwik Mallela,
Sweccha,15-03-2024,Telugu,,
Happy Ending,03-05-2024,Telugu,,
Rakshavandhi,08-03-2024,Telugu,Aarush B,
Tatva,10-10-2024,Telugu,,
Laila,14-02-2025,Telugu,Vishwak Sen,Akanksha Sharma
Game Changer,09-01-2025,Telugu,Ram Charan,Anjali
Robinhood,28-03-2025,Telugu,Nithiin,Sreeleela
Thandel,07-02-2025,Telugu,Naga Chaitanya Akkineni,Sai Pallavi
Mad Square,27-03-2025,Telugu,Sangeeth Shobhan,Sona Olickal
Daaku Maharaaj,12-01-2025,Telugu,Nandamuri Balakrishna,Pragya Jaiswal
14 Days (Girlfriend Intlo),07-03-2025,Telugu,Ankith Koyya,
Sankranthiki Vasthunam,14-01-2025,Telugu,Venkatesh,Aishwarya Rajesh
Hari Hara Veera Mallu : Part 1 - Sword vs Spirit,09-05-2025,Telugu,Pawan Kalyan,Nidhhi Agerwal
Kannappa,27-06-2025,Telugu,Vishnu Manchu,Preity Mukhundhan
Mazaka,26-02-2025,Telugu,Sundeep Kishan,Ritu Varma
Kingdom,30-05-2025,Telugu,Vijay Deverakonda,Bhagyashri Borse
Jack,10-04-2025,Telugu,Siddhu Jonnalagadda,Vaishnavi Chaitanya
Court - State Vs. A Nobody,14-03-2025,Telugu,Priyadarshi Pullikonda,Rohini
HIT: The Third Case,01-05-2025,Telugu,Nani,Srinidhi Shetty
Hathya,24-01-2025,Telugu,Ravi Varma,Dhanya Balakrishna
Sambarala Yetti Gattu,25-09-2025,Telugu,Sai Durgha Tej,
Sarangapani Jathakam,18-04-2025,Telugu,Priyadarshi Pullikonda,Roopa Koduvayur
LYF - Love Your Father,04-04-2025,Telugu,Sri Harsha,Kashika Kapoor
Mirai,01-08-2025,Telugu,Teja Sajja,Ritika Nayak
Kuberaa,20-06-2025,Telugu,Dhanush,Rashmika Mandanna
Neeli Megha Shyama,08-01-2025,Telugu,Vishwadev Rachakonda,Paayal Radhakrishna
Ranganaayaki,01-08-2025,Telugu,Camp Sasi,
Dilruba,14-03-2025,Telugu,Kiran Abbavaram,Nazia Davison
Mokshapatam,14-01-2025,Telugu,Thiruveer Reddy,Pooja Kiran
Akhanda 2: Thaandavam,25-09-2025,Telugu,Nandamuri Balakrishna,Pragya Jaiswal
Gandhi Tatha Chettu,24-01-2025,Telugu,Chakrapani Ananda,Sukriti Veni
Mass Jathara,09-05-2025,Telugu,Ravi Teja,Sreeleela
Ramam Raghavam,21-02-2025,Telugu,Samuthirakani,Mokksha
28 Degree Celsius,04-04-2025,Telugu,Naveen Chandra,Shalini Vadnikatti
Baapu - A Father's Story,07-03-2025,Telugu,,
Tuk Tuk,21-03-2025,Telugu,Nihal Kodhaty,Saanve Meghana
Ghaati,18-04-2025,Telugu,Vikram Prabhu,Anushka Shetty
Madhushala,31-03-2025,Telugu,,
Brahma Anandam,14-02-2025,Telugu,Raja Goutham,Priya Vadlamani
Legally Veer,07-03-2025,Telugu,,
Andhakaaram,06-04-2025,Telugu,,
Coffee With A Killer,30-01-2025,Telugu,Temper Vamsi,
Pelli Kaani Prasad,21-03-2025,Telugu,Muralidhar Goud,Priyanka Sharma
Anaganaga Australia Lo,21-03-2025,Telugu,,
Gunde Nunchi,21-02-2025,Telugu,Aarush B,
Thala,14-02-2025,Telugu,,
Wife Off,23-01-2025,Telugu,,
Pothugadda,30-01-2025,Telugu,Aadukalam Naren,
Shivangi Lioness,07-03-2025,Telugu,,
Racharikam,01-02-2025,Telugu,Varun Sandesh,Apsara Rani
Takita Tadimi Tandana,27-02-2025,Telugu,,
Gopi Galla Goa Trip,31-01-2025,Telugu,Camp Sasi,
Punishment,02-02-2025,Telugu,,
Love Is In The Vamsham,02-02-2025,Telugu,Sathvik Tumu,
BHEEM-A,25-01-2025,Telugu,,
Friday,03-01-2025,Telugu,,
AVADHI THE TALE OF LOVE,02-01-2025,Telugu,,
Mounaraagam,14-03-2025,Telugu,,
FIGMENT,19-03-2025,Telugu,,
Haaksha,20-03-2025,Telugu,,
Peddi,27-03-2026,Telugu,Ram Charan,Janhvi Kapoor
NTR Neel,09-04-2026,Telugu,N.T. Rama Rao Jr.,Rukmini Vasanth
The Paradise,26-03-2026,Telugu,Nani,Sonali Kulkarni
Suriya 46,10-04-2026,Telugu,Suriya,Mamitha Baiju
Kohinoor,15-01-2026,Telugu,Siddhu Jonnalagadda,
