Title,Release Date,Language,Vote Average,Popularity
Gun Pe Done,12-04-2019,Hindi,0,0.1294
Megha's Divorce,01-01-2019,Hindi,0,0.1084
Judgementall Hai Kya,26-07-2019,Hindi,5.8,0.218
Setters,03-05-2019,Hindi,4.4,0.1571
I Am Zero,20-01-2019,Hindi,0,0.1857
Mushkil,09-08-2019,Hindi,3,0.1424
Level 13,04-12-2019,Hindi,0,0.1616
"Making ""Sacred Games""",11-08-2019,Hindi,0,0.154
Wajood,16-06-2019,Hindi,0,0.0954
Tindey,28-09-2019,Hindi,4,0.1113
Sisters of the Trees,05-09-2019,Hindi,5,0.0837
Almost Sanskari by Neeti Palta,08-11-2019,Hindi,7.5,0.1345
Moksh To Maya,26-07-2019,Hindi,5,0.1749
Fastey Fasaatey,21-06-2019,Hindi,0,0.1224
Sepia,10-12-2019,Hindi,0,0.1138
Josef - Born in Grace,07-11-2019,Hindi,0,0.2084
In the Land of Poison Women,12-06-2019,Hindi,0,0.1467
Blackboard vs Whiteboard,12-04-2019,Hindi,7,0.1583
By the River,20-10-2019,Hindi,0,0.1731
Saand Ki Aankh,25-10-2019,Hindi,7,0.2084
Mallika,16-03-2019,Hindi,0,0.2653
Albert Pinto Ko Gussa Kyun Aata Hai?,12-04-2019,Hindi,4.5,0.1385
Slave,05-10-2019,Hindi,10,0.1359
Khamiyaza,11-01-2019,Hindi,4,0.0977
Dombivli Return,22-02-2019,Hindi,6.1,0.1197
Cabaret,08-01-2019,Hindi,2,0.1143
Chhoriyan Chhoron Se Kam Nahi Hoti,17-05-2019,Hindi,5,0.0906
Laddoo,30-01-2019,Hindi,0,0.112
Nakkash,31-05-2019,Hindi,0,0.0987
P Se Pyaar F Se Faraar,18-10-2019,Hindi,10,0.1035
Super Bheem Aur Avinashi Trimoorthy,01-01-2019,Hindi,0,0.1215
Raid,02-06-2019,Hindi,0,0.1062
The Last Chapter,10-09-2019,Hindi,4,0.0792
Junction Varanasi,18-10-2019,Hindi,0,0.1663
Jacqueline I Am Coming,18-10-2019,Hindi,10,0.0933
Bedhab,31-10-2019,Hindi,0,0.1248
Fatafat,01-04-2019,Hindi,0,0.0851
Starring Sharmila Tagore,21-09-2019,Hindi,0,0.1214
Chhappad Phaad Ke,18-10-2019,Hindi,8.2,0.0775
Once Again,24-04-2019,Hindi,6.2,0.1345
Little Baby,27-09-2019,Hindi,0,0.1111
Sabse Bada Champion,13-12-2019,Hindi,0,0.0848
Vicky Velingkar,06-12-2019,Hindi,0,0.1028
Nirvana Inn,06-10-2019,Hindi,0,0.1816
Penalty,19-07-2019,Hindi,4,0.146
"Forever Yours, Bansho",31-01-2019,Hindi,6,0.1118
Just Like That,05-10-2019,Hindi,8,0.0959
In the Month of Love,01-10-2019,Hindi,0,0.0757
Motu Patlu & Robo Kids,26-05-2019,Hindi,10,0.147
Little Singham: Kaal Ki Tabaahi,15-06-2019,Hindi,8,0.0725
Shaadi Ke Patasey,19-07-2019,Hindi,0,0.0633
#Yaaram,18-10-2019,Hindi,5,0.0586
Anu Menon: Wonder Menon,14-06-2019,Hindi,6,0.0962
The Wayfarers,07-10-2019,Hindi,0,0.1022
2 Band Radio,06-04-2019,Hindi,0,0.0915
#Gadhvi (He thought he was Gandhi),21-06-2019,Hindi,5,0.0896
Love Shots,18-10-2019,Hindi,10,0.0809
SUNO,22-06-2019,Hindi,0,0.084
End Counter,08-02-2019,Hindi,0,0.0792
Crack Fighter,21-03-2019,Hindi,0,0.1169
Kahani Mitra Ki,17-02-2019,Hindi,0,0.0667
Midnight Romance,15-09-2019,Hindi,0,0.0814
Zindagi tumse,01-11-2019,Hindi,0,0.0806
Derma,08-02-2019,Hindi,10,0.0542
Cypher,20-09-2019,Hindi,0,0.0634
Dosti Ke Side Effects,08-02-2019,Hindi,0,0.0639
1978,03-05-2019,Hindi,6,0.0656
Battalion 609,11-01-2019,Hindi,0,0.0672
Aani Maani,20-10-2019,Hindi,7,0.2701
Baatein,29-12-2019,Hindi,0,0.0577
3rd EYE,05-03-2019,Hindi,0,0.0637
Pata Nahi Par Bolna Hai: A Comedy Special by Karunesh Talwar,04-10-2019,Hindi,8.5,0.0856
Little Singham Bandarpur Mein Hu Ha Hu,01-01-2019,Hindi,0,0.0623
Binnu Ka Sapna,02-02-2019,Hindi,6,0.056
I Know You,22-03-2019,Hindi,3,0.0758
The Promise,13-11-2019,Hindi,0,0.0686
Daawat-e-Biryani,01-10-2019,Hindi,10,0.1099
"At Home, Walking",24-10-2019,Hindi,0,0.0511
Roam Rome Mein,05-10-2019,Hindi,0,0.06
Good News,27-12-2019,Hindi,0,0.0563
Shuruaat Ka Twist,31-05-2019,Hindi,0,0.0491
Chubhan,14-08-2019,Hindi,0,0.0748
Ek Mulaqat,15-07-2019,Hindi,0,0.3111
Sparsh,06-03-2019,Hindi,0,0.0554
Silent Ties,18-11-2019,Hindi,0,0.0441
Pearl of the Desert,19-10-2019,Hindi,0,0.0379
Bitter Chestnut,06-10-2019,Hindi,0,0.051
Son Rise,19-07-2019,Hindi,0,0.0505
The Churning of the Ocean,22-10-2019,Hindi,0,0.045
Baitullah,22-09-2019,Hindi,4,0.0416
Talak! Talak! Talak!,12-04-2019,Hindi,0,0.0453
Chai Coffee,28-09-2019,Hindi,0,0.0311
Blood,28-12-2019,Hindi,0,0.042
Reunion,01-01-2019,Hindi,10,0.0414
Aunty Sudha Aunty Radha,28-10-2019,Hindi,0,0.0379
X Ray: The Inner Image,06-12-2019,Hindi,0,0.047
Chase: No Mercy To Crime,02-08-2019,Hindi,0,0.0659
Shadow Bird,22-11-2019,Hindi,0,0.0389
Aslam Ka Dost,14-07-2019,Hindi,0,0.0379
Mukti - De Ke Roshni Tu Mujhe,06-03-2019,Hindi,0,0.0281
Phulmania,06-09-2019,Hindi,0,0.0593
Notes on Guler,15-08-2019,Hindi,0,0.0281
Piya Behrupiya,17-03-2019,Hindi,0,0.0256
Durmargudu,05-07-2019,Hindi,5,0.0261
Phati Padi Hai Yaar,12-12-2019,Hindi,6,0.0617
Ladakh Chale Rickshawala,15-02-2019,Hindi,0,0.0239
Marne Bhi Do Yaaron,01-11-2019,Hindi,0,0.0327
1+1,10-11-2019,Hindi,0,0.0214
Is She Raju?,08-03-2019,Hindi,0,0.0286
Khatoon Ki Khidmat,09-01-2019,Hindi,0,0.0264
Masterpiece,24-06-2019,Hindi,0,0.0193
Return to cinder,01-10-2019,Hindi,0,0.0286
Bhumigat,07-12-2019,Hindi,0,0.0286
Yahi Soch Toh Badalni Hai!,23-09-2019,Hindi,0,0.0286
College Fukrey,12-03-2019,Hindi,0,0.0286
This Summer in Waiting,01-08-2019,Hindi,0,0.0538
Naach Bhikhari Naach,08-03-2019,Hindi,0,0.0286
Gully Life: The Story of Divine,17-07-2019,Hindi,0,0.0261
His Father's Voice,19-04-2019,Hindi,5,0.0327
Chhota Bheem Aur Kaalsura Ka Jaadui Jaal,01-01-2019,Hindi,0,0.0214
The Pickup Artist,10-04-2019,Hindi,6,0.051
Hansa Ek Sanyog,03-05-2019,Hindi,0,0.0214
Outcast,11-11-2019,Hindi,0,0.0362
Yeh Suhaagraat Impossible,08-03-2019,Hindi,0,0.0214
Paarth Saarathi,09-12-2019,Hindi,0,0.0214
Missing Days,20-09-2019,Hindi,0,0.0214
"Ishq, Dosti and All That",03-08-2019,Hindi,0,0.0214
Unsaid,17-10-2019,Hindi,0,0.0143
Sumati,01-01-2019,Hindi,0,0.0143
This Town That Future,09-06-2019,Hindi,3,0.0143
Fool For Love,11-02-2019,Hindi,0,0.0379
A Safe Person to Talk to,02-08-2019,Hindi,0,0.0143
Alia,18-10-2019,Hindi,0,0.0143
Umakant Pandey Purush Ya,01-02-2019,Hindi,7,0.0143
Catch the Light,15-06-2019,Hindi,0,0.0143
The Hour of Lynching,24-05-2019,Hindi,0,0.0214
Sea of Lost Time,26-01-2019,Hindi,0,0.0143
Peerun,08-09-2019,Hindi,0,0.0071
Ek Gulelbaaz the Catapult,01-01-2019,Hindi,0,0.0071
Main Superking Don Hu,22-11-2019,Hindi,0,0.0143
Confetti,01-01-2019,Hindi,0,0.0143
Baaghi Ek Yodha,04-10-2019,Hindi,0,0.0143
Mrityubhoj: The Death Feast,18-02-2019,Hindi,0,0.0071
Little Men,06-06-2019,Hindi,0,0.0071
Stains,29-11-2019,Hindi,0,0.0071
Fallen Angels,22-11-2019,Hindi,1,0.0071
What Next Partner,01-01-2019,Hindi,0,0.0071
Verdict,01-01-2019,Hindi,0,0.0071
Chai Darbari,26-05-2019,Hindi,0,0.0071
Shaadi Ke Kapde,02-08-2019,Hindi,0,0.0071
Market,05-10-2019,Hindi,0,0.0143
Mud mud ke na dekh,16-06-2019,Hindi,0,0.0071
Gray,18-05-2019,Hindi,0,0.0071
Seed Mother,08-05-2019,Hindi,0,0.0071
Routine,18-02-2019,Hindi,0,0.0071
I have a colored dream,03-01-2019,Hindi,0,0
Lights Out,24-10-2019,Hindi,0,0
An Early Spring,01-12-2019,Hindi,0,0
Ladli,16-06-2019,Hindi,0,0
Usman Ka Radio,29-08-2019,Hindi,0,0.0071
Chalchitra Railyatra,09-05-2019,Hindi,0,0
By the Beach,13-12-2019,Hindi,0,0
Inside My Dream,21-09-2019,Hindi,0,0
Naresh,16-01-2019,Hindi,0,0
Ginny Weds Sunny,09-10-2020,Hindi,6.4,1.2773
Sadak 2,28-10-2020,Hindi,4.2,0.922
Baaghi 3,06-03-2020,Hindi,6.5,1.1048
Raat Akeli Hai,31-07-2020,Hindi,6.8,1.097
Pati Patni Aur Postman,05-10-2020,Hindi,0,1.1491
Coolie No. 1,25-12-2020,Hindi,5.3,0.9949
Welcome Home,06-11-2020,Hindi,6,0.9295
Climax,06-06-2020,Hindi,3.125,0.8608
All Ladies Do It,13-10-2020,Hindi,1,1.1634
Tanhaji: The Unsung Warrior,10-01-2020,Hindi,6.293,1.1518
Malang,06-02-2020,Hindi,6.9,0.7173
Street Dancer 3D,24-01-2020,Hindi,6.6,0.7481
Yeh Ballet,21-02-2020,Hindi,7.5,0.9544
Ludo,12-11-2020,Hindi,7.2,1.238
Bye 2,07-12-2020,Hindi,1,0.7882
Wishlist,11-12-2020,Hindi,6,0.4467
Bulbbul,24-06-2020,Hindi,6.5,0.8808
Panga,24-01-2020,Hindi,6.8,0.5686
Laxmii,09-11-2020,Hindi,4.5,0.7561
Jawaani Jaaneman,31-01-2020,Hindi,5.9,0.5326
Shubh Raatri,06-11-2020,Hindi,0,0.3748
Did It Happen?,02-02-2020,Hindi,6.5,0.9802
Torbaaz,11-12-2020,Hindi,8.1,0.6507
Tallukh,04-09-2020,Hindi,7.5,0.3531
Kaali Khuhi,30-10-2020,Hindi,4.522,0.6363
Gunjan Saxena: The Kargil Girl,12-08-2020,Hindi,7.356,0.6389
Khuda Haafiz,14-08-2020,Hindi,7,0.4571
Ghost Stories,01-01-2020,Hindi,5.1,0.7731
Chhapaak,10-01-2020,Hindi,7.4,0.4445
Color of Him,28-03-2020,Hindi,0,0.3263
Dil Bechara,24-07-2020,Hindi,6.6,0.6613
Bhangra Paa Le,03-01-2020,Hindi,5.3,0.5239
Class of '83,21-08-2020,Hindi,5.9,0.4954
Teri Diwali Meri Christmas,12-12-2020,Hindi,10,0.4002
AK vs AK,24-12-2020,Hindi,6.9,0.6635
Khwaab,12-10-2020,Hindi,0,0.4091
Taish,29-10-2020,Hindi,6,0.4799
Motu Patlu in the Game of Zones,19-12-2020,Hindi,10,0.3696
Maska,27-03-2020,Hindi,5.4,0.4966
Hello Doctor,28-10-2020,Hindi,0,0.5496
Pencil Box,29-07-2020,Hindi,0,0.2231
Shubh Mangal Zyada Saavdhan,21-02-2020,Hindi,5.9,0.5056
Mrs. Serial Killer,01-05-2020,Hindi,6.3,0.5895
Guilty,06-03-2020,Hindi,6.7,0.4944
Gulabo Sitabo,12-06-2020,Hindi,5.9,0.5144
Shimla Mirchi,03-01-2020,Hindi,0,0.4844
Love Duo,06-03-2020,Hindi,0,0.4484
Serious Men,02-10-2020,Hindi,6.7,0.3781
Shakuntala Devi,31-07-2020,Hindi,6.5,0.4519
Jai Mummy Di,16-01-2020,Hindi,4.75,0.4057
Bhoot: Part One - The Haunted Ship,21-02-2020,Hindi,5.5,0.4722
Lootcase,31-07-2020,Hindi,6.3,0.4035
Kaamyaab,06-03-2020,Hindi,6.6,0.3105
Angrezi Medium,13-03-2020,Hindi,7.1,0.3767
Chhalaang,13-11-2020,Hindi,6,0.3978
Eeb Allay Ooo!,18-12-2020,Hindi,7.6,0.3222
Thappad,27-02-2020,Hindi,7,0.4179
Tharki Chotu,14-04-2020,Hindi,0,0.3356
Ghoomketu,22-05-2020,Hindi,6.1,0.3275
Guns of Banaras,28-02-2020,Hindi,0,0.3089
Love Aaj Kal,14-02-2020,Hindi,5.5,0.366
Khaali Peeli,02-10-2020,Hindi,6.091,0.3077
Teddy,17-08-2020,Hindi,0,0.4227
Indoo Ki Jawani,11-12-2020,Hindi,3.5,0.3971
Yaara,30-07-2020,Hindi,6.2,0.363
Gul Makai,31-01-2020,Hindi,0,0.2464
Shukranu,14-02-2020,Hindi,6.8,0.3369
A Rifle and a Bag,27-01-2020,Hindi,5.3,0.2336
Hacked,07-02-2020,Hindi,5.9,0.3199
Kaanchli,07-02-2020,Hindi,0,0.2965
Comedy Couple,21-10-2020,Hindi,8.8,0.4308
Myakut,03-07-2020,Hindi,0,0.2584
Dil Do,30-09-2020,Hindi,0,0.2986
Virgin Bhanupriya,16-07-2020,Hindi,1,0.2406
Durgamati: The Myth,11-12-2020,Hindi,5.7,0.291
Footfairy,24-10-2020,Hindi,3.8,0.3357
Dhoosarit - The Grey,27-09-2020,Hindi,0,0.2603
Kriya,20-08-2020,Hindi,3.8,0.245
Chaahat,25-02-2020,Hindi,1,0.3859
Lonely Girl,09-08-2020,Hindi,0,0.3928
Yes I am Hungry,28-01-2020,Hindi,0,0.3715
Milestone,03-09-2020,Hindi,6,0.2936
Unpaused,18-12-2020,Hindi,6.4,0.2974
Choked: Paisa Bolta Hai,05-06-2020,Hindi,6.5,0.3047
Suraj Pe Mangal Bhari,15-11-2020,Hindi,6.6,0.365
Chaman Bahar,19-06-2020,Hindi,5.4,0.3417
Tit for Tat,05-06-2020,Hindi,5,0.3263
Zid,08-10-2020,Hindi,0,0.243
Amit Tandon: Family Tandoncies,28-02-2020,Hindi,6.2,0.2326
Scorned,29-10-2020,Hindi,0,0.3314
White,09-05-2020,Hindi,0,2.2098
Court Martial,19-01-2020,Hindi,0,0.2067
Unlock,27-06-2020,Hindi,7.5,0.2208
Chhota Bheem Ka Roosi Romanch,04-09-2020,Hindi,0,0.2134
Shikara,07-02-2020,Hindi,4,0.2681
Bahut Hua Sammaan,02-10-2020,Hindi,6.6,0.2018
Family - A Made at Home Short Film,06-04-2020,Hindi,1,0.3045
Chintu Ka Birthday,05-06-2020,Hindi,7,0.1871
3rd Stanza,01-01-2020,Hindi,0,0.1895
Chippa,01-06-2020,Hindi,6.6,0.1418
Fukrey Boyzzz: Space Mein Fukrapanti,14-11-2020,Hindi,0,0.1798
Amar Prem,30-09-2020,Hindi,0,0.1998
Call Girl,24-10-2020,Hindi,10,0.2368
Laal Ghaas Par Neele Ghode,04-11-2020,Hindi,10,0.2221
London Confidential,18-09-2020,Hindi,4.5,0.2383
Nawab,04-02-2020,Hindi,4,0.1633
Natkhat,02-06-2020,Hindi,4,0.1321
Shakeela,25-12-2020,Hindi,6.2,0.2811
The Shepherdess and the Seven Songs,28-02-2020,Hindi,4.3,0.1653
Tryst With Destiny,15-04-2020,Hindi,0,0.1173
Motu Patlu Dangerous Road Trip in Switzerland,24-06-2020,Hindi,9,0.2386
The Last Nightmare,18-11-2020,Hindi,0,0.15
Bamfaad,10-04-2020,Hindi,6,0.1472
Dahleez,04-11-2020,Hindi,0,0.2846
Siyavar Ram,14-11-2020,Hindi,0,0.0969
Kadakh,18-06-2020,Hindi,5.6,0.1734
Needs,02-06-2020,Hindi,0,0.1352
Mushk,17-04-2020,Hindi,0,0.1681
Captive,28-10-2020,Hindi,0,0.1598
Soulmate,14-09-2020,Hindi,0,0.1234
Adheen,13-01-2020,Hindi,4,0.1408
Mee Raqsam,21-08-2020,Hindi,4,0.1513
Dheet Patangey,02-03-2020,Hindi,6,0.1907
Lyrically Bleating Horns,26-03-2020,Hindi,1,0.13
Dolly Kitty and Those Twinkling Stars,18-09-2020,Hindi,5,0.2545
O Pushpa I Hate Tears,28-02-2020,Hindi,10,0.1402
Maid for each other,13-06-2020,Hindi,0,0.241
Hunger,01-10-2020,Hindi,0,0.1719
Hum Bhi Akele Tum Bhi Akele,14-02-2020,Hindi,6,0.1766
Halahal,21-09-2020,Hindi,6.3,0.1851
Blackmail Pe Blackmail,14-11-2020,Hindi,0,0.1545
Ram Singh Charlie,28-08-2020,Hindi,7.2,0.158
Door Ke Darshan,28-02-2020,Hindi,5,0.2478
Bunker,17-01-2020,Hindi,8,0.1312
COVID-19: India's War Against The Virus,16-07-2020,Hindi,0,0.1397
Devi,02-03-2020,Hindi,7.5,0.1447
Intercourse Reloaded,02-11-2020,Hindi,0,0.1353
The Comedian,31-05-2020,Hindi,0,0.1376
Online Ishq,02-02-2020,Hindi,0,0.245
Sur Taal,05-10-2020,Hindi,0,0.1296
Nympho: The Lust Story,27-09-2020,Hindi,1,0.1907
Motu Patlu Vs Dr. Destroyer,03-01-2020,Hindi,0,0.148
Sayonee,18-12-2020,Hindi,0,0.1185
Mirror,14-11-2020,Hindi,0,0.102
Cannibal,27-12-2020,Hindi,0,0.1199
Home Stories,12-06-2020,Hindi,0,0.0995
Do Minute,24-01-2020,Hindi,0,0.1112
Children Of The Soil,10-03-2020,Hindi,7,0.1374
Atkan Chatkan,05-09-2020,Hindi,3.3,0.1223
376 D,09-10-2020,Hindi,4.2,0.1082
Ateet,21-04-2020,Hindi,0,0.1539
SarCar Ki Seva Mei,04-04-2020,Hindi,0,0.0802
X Zone,25-09-2020,Hindi,9.5,0.1884
The Lovers,24-02-2020,Hindi,0,0.0973
Donkey,21-01-2020,Hindi,0,0.1292
Uff,04-06-2020,Hindi,0,0.1253
Vilom,15-09-2020,Hindi,2,0.2304
Pareeksha,26-07-2020,Hindi,5.8,0.2036
Black Rose,01-10-2020,Hindi,0,0.0795
The Winds - Hawayein,01-05-2020,Hindi,0,0.1157
Service Boy,31-07-2020,Hindi,0,0.1381
My Client's Wife,31-07-2020,Hindi,6.4,0.1441
Hunger,05-05-2020,Hindi,0,0.0922
Half Full,15-04-2020,Hindi,0,0.085
Pepper Chicken,06-11-2020,Hindi,0,0.102
Keep Punching,20-11-2020,Hindi,5,0.0707
Cookie,28-02-2020,Hindi,0,0.0814
The Relationship Manager,18-07-2020,Hindi,8,0.0854
Happy Hardy And Heer,31-01-2020,Hindi,2,0.1067
Noorie,29-10-2020,Hindi,0,0.088
Durga,20-07-2020,Hindi,5,0.0803
Lata,21-09-2020,Hindi,5.2,0.1308
Mannat,11-11-2020,Hindi,0,0.0892
Darbaan,04-12-2020,Hindi,6,0.3071
Special Day,09-05-2020,Hindi,0,0.0871
Chote Nawab,16-10-2020,Hindi,3,0.1886
A Silent Warble,06-01-2020,Hindi,0,0.0759
Purush,17-04-2020,Hindi,0,0.0801
Little Singham: Kaal Ka Badla,23-05-2020,Hindi,10,0.0615
Operation Parindey,07-03-2020,Hindi,3,0.0585
Lekin,22-02-2020,Hindi,0,0.0739
Article 21 A,31-01-2020,Hindi,10,0.0609
One Night,18-09-2020,Hindi,0,0.0523
Anita,11-09-2020,Hindi,3,0.0969
The Sleepwalkers,17-06-2020,Hindi,0,0.0989
The Cage of life,23-10-2020,Hindi,0,0.0523
Sab Kushal Mangal,03-01-2020,Hindi,4,0.0934
Chronicle of Space,21-02-2020,Hindi,0,0.0621
Gulabi Lens,22-07-2020,Hindi,0,0.0577
Instinct,21-10-2020,Hindi,0,0.0445
Rubaru,18-09-2020,Hindi,10,0.0598
Captain Vidyut,15-08-2020,Hindi,0,0.0533
The Last Truth,10-09-2020,Hindi,0,0.0519
Ghar Se,30-06-2020,Hindi,0,0.0297
Rizwan,20-02-2020,Hindi,7,0.0465
Khayali Pulao,09-07-2020,Hindi,0,0.1145
The Hidden Strike,14-08-2020,Hindi,0,0.0409
Phone Call,30-07-2020,Hindi,0,0.0362
Catdog,12-05-2020,Hindi,0,0.0453
Machis ki Dibiya,30-07-2020,Hindi,0,0.0407
My Brother,03-12-2020,Hindi,2.5,0.0429
Writ,29-07-2020,Hindi,1,0.0429
Call Him Eddy,20-08-2020,Hindi,0,0.0486
4 SUM,31-12-2020,Hindi,0,0.0256
Contract Killer,31-12-2020,Hindi,0,0.0338
ACID,03-01-2020,Hindi,4,0.0327
Jugaad,01-09-2020,Hindi,0,0.0286
The Last Trip,20-07-2020,Hindi,0,0.0143
Waqt,14-12-2020,Hindi,0,0.0538
Trapped,21-09-2020,Hindi,0,0.0214
Strange,24-07-2020,Hindi,0,0.0286
Ritu Goes Online,10-10-2020,Hindi,0,0.0286
The Holy Fish,01-08-2020,Hindi,0,0.0538
The Song We Sang,05-02-2020,Hindi,0,0.0453
Dhauli,16-01-2020,Hindi,0,0.0168
Aisa Bhi Hota Hai,28-02-2020,Hindi,0,0.0256
Can You Imagine,25-07-2020,Hindi,0,0.0256
Seven Feet,25-10-2020,Hindi,0,0.0143
Once Upon a Village,30-09-2020,Hindi,0,0.0239
The Paris Metro - Nostalgic Flâneur,04-11-2020,Hindi,0,0.0143
Monster,12-08-2020,Hindi,5.5,0.0214
Stray Dogs Come Out at Night,01-02-2020,Hindi,4,0.0453
The Hundred Bucks,21-02-2020,Hindi,0,0.0143
Honey Bunny In Rabbit Island,10-06-2020,Hindi,0,0.0143
"They Called it Love, But Was it Love?",01-12-2020,Hindi,0,0.0214
Kaale Chitte Rang,02-06-2020,Hindi,0,0.0143
Entrance Exam,11-06-2020,Hindi,0,0.0071
I Am Here,18-10-2020,Hindi,0,0.0168
I do it for the Sparrow and the Mouse,01-01-2020,Hindi,0,0.0071
Closets,13-11-2020,Hindi,0,0.0214
55 km/sec,20-12-2020,Hindi,7,0.0071
MURDA,30-10-2020,Hindi,0,0.0214
Un.Suitables,28-07-2020,Hindi,0,0.0143
Desire?,24-07-2020,Hindi,0,0.0143
My Friend Ganesha 4,01-01-2020,Hindi,0,0.0071
The key of life,07-01-2020,Hindi,0,0.0071
2020: A Positive Year,30-05-2020,Hindi,0,0.0071
Colours Of Night,14-07-2020,Hindi,0,0.0071
Lost Love,23-06-2020,Hindi,0,0.0071
Nagastyle,01-11-2020,Hindi,0,0.0071
Kehta Hai Yeh Dil,28-02-2020,Hindi,0,0.0071
AARAMBH,01-08-2020,Hindi,0,0.0071
Special mutton curry,25-08-2020,Hindi,0,0.0071
Secrets Of Seenagers,24-07-2020,Hindi,0,0.0071
Chosen Few,21-04-2020,Hindi,10,0.0071
Crimson Hood,27-07-2020,Hindi,0,0
Anxiety,13-08-2020,Hindi,0,0.0071
One Stop for Love,06-04-2020,Hindi,0,0
In Search of Bidesia,11-01-2020,Hindi,0,0
Uncertain,10-12-2020,Hindi,0,0
Jadbharata,21-04-2020,Hindi,0.5,0
DHONG,29-10-2020,Hindi,10,0
Silent Emotions,23-01-2020,Hindi,0,0
Mayadweep,01-08-2020,Hindi,0,0
Guptadhan,29-07-2020,Hindi,0,0
Wandering Cloud,08-05-2020,Hindi,0,0
Sooryavanshi,05-11-2021,Hindi,5.8,2.6586
State of Siege: Temple Attack,09-07-2021,Hindi,6.1,1.9553
Shershaah,12-08-2021,Hindi,7.2,1.5631
83,23-12-2021,Hindi,7.1,1.131
The Girl on the Train,26-02-2021,Hindi,6.006,1.3169
Shiddat,01-10-2021,Hindi,6.8,1.1082
Sardar Udham,16-10-2021,Hindi,7.1,1.2044
Radhe,12-05-2021,Hindi,4.2,0.8932
Haseen Dillruba,30-06-2021,Hindi,6.6,1.052
Toofaan,16-07-2021,Hindi,4.9,0.8183
Ramprasad Ki Tehrvi,01-01-2021,Hindi,6.2,0.6356
Pagglait,26-03-2021,Hindi,6.7,0.8326
Ajeeb Daastaans,16-04-2021,Hindi,6.2,0.6966
Googly Gumm Hai,02-07-2021,Hindi,10,0.5899
Mimi,26-07-2021,Hindi,6.8,0.7868
Dhamaka,19-11-2021,Hindi,6.9,0.7473
Bhoot Police,10-09-2021,Hindi,5.3,0.5544
Madam Chief Minister,22-01-2021,Hindi,5.8,0.5627
Meenakshi Sundareshwar,05-11-2021,Hindi,5.5,0.6057
Tribhanga,15-01-2021,Hindi,7.1,0.6639
Roohi,11-03-2021,Hindi,4.4,0.5655
Mumbai Saga,19-03-2021,Hindi,5.6,1.0304
Chandigarh Kare Aashiqui,10-12-2021,Hindi,5.9,0.685
Rashmi Rocket,15-10-2021,Hindi,6.5,0.3998
Time to Dance,12-03-2021,Hindi,4,0.4078
Sardar Ka Grandson,18-05-2021,Hindi,7.2,0.7469
Dybbuk,29-10-2021,Hindi,5.5,0.5396
Bell Bottom,19-08-2021,Hindi,6.2,0.6096
Badnaam,16-08-2021,Hindi,0,0.4122
DRE7MS,21-12-2021,Hindi,0,0.3071
Bhuj: The Pride of India,13-08-2021,Hindi,5.5,0.411
Saina,26-03-2021,Hindi,6.4,0.3984
Hello Charlie,09-04-2021,Hindi,6.6,0.4613
Writing with Fire,30-01-2021,Hindi,7.3,0.4772
Tadap,03-12-2021,Hindi,6.8,0.4795
Manoranjan,04-11-2021,Hindi,2,0.4661
99 Songs,16-04-2021,Hindi,5.2,0.4386
Satyameva Jayate 2,25-11-2021,Hindi,5.5,0.486
Zeher,16-07-2021,Hindi,0,0.4063
Chehre,27-08-2021,Hindi,6.5,0.4714
Firefly,04-11-2021,Hindi,0,0.4857
Atrangi Re,24-12-2021,Hindi,6.6,0.3419
Bunty Aur Babli 2,19-11-2021,Hindi,5.4,0.2926
Halfpace,18-12-2021,Hindi,0,0.2791
The Big Bull,08-04-2021,Hindi,5.2,0.452
The Power,14-01-2021,Hindi,6.5,0.2783
The Storm,09-12-2021,Hindi,7,0.2861
Ankahi Kahaniya,17-09-2021,Hindi,6.5,0.4551
Hungama 2,23-07-2021,Hindi,4.5,0.386
Chhorii,26-11-2021,Hindi,6.1,0.6641
Flight,02-04-2021,Hindi,10,0.3361
Black Bud,23-06-2021,Hindi,4.3,0.2519
The Wife,19-03-2021,Hindi,1,0.4325
Hum Do Hamare Do,29-10-2021,Hindi,5,0.4391
Invisible Demons,26-11-2021,Hindi,6.7,0.2559
14 Phere,23-07-2021,Hindi,6.1,0.2785
Sanak,15-10-2021,Hindi,6.3,0.4003
In Our World,18-01-2021,Hindi,0,0.2048
Bob Biswas,03-12-2021,Hindi,6.8,0.2585
Tathagat,22-10-2021,Hindi,7,0.2354
27-Sep,12-07-2021,Hindi,5.5,0.2529
Koi Jaane Na,02-04-2021,Hindi,6.7,0.3527
200: Halla Ho,20-08-2021,Hindi,8.5,0.3349
Bhavai,22-10-2021,Hindi,0,0.2332
Tuesdays And Fridays,19-02-2021,Hindi,4.4,0.3124
Sandeep Aur Pinky Faraar,19-03-2021,Hindi,6.6,0.4899
Sherni,18-06-2021,Hindi,6.2,0.3574
The Making,26-06-2021,Hindi,0,0.1652
Harami,30-06-2021,Hindi,10,0.3234
D Company,15-05-2021,Hindi,5,0.3544
Sheer Qorma,18-06-2021,Hindi,0,0.2113
Switchh,23-04-2021,Hindi,8,0.2303
Gaurav Gupta: Market Down Hai,14-05-2021,Hindi,6,0.1875
The Knot,11-06-2021,Hindi,0,0.3352
Cash,19-11-2021,Hindi,7,0.1983
Squad,12-11-2021,Hindi,0,0.1651
Babloo Bachelor,22-10-2021,Hindi,0,0.2175
